SchoolID,SchoolName,FullName,SchoolName2,ISBE Name,Street Number,Street Direction,Street Name,City,State,ZIP,NCES ID,CPS Unit,ISBE ID,OracleID,Class,School Type,S_Type,School Category,Governance,Charter Type,Grade Structure,Attending Grades,ProgramTypes,Ward,Community Area Number,Community Area,IL Senate District,IL Rep District,US Congressional District,GeographicArea,Geographic Area Number,Cook County District,Census Block,Latitude,Longitude,Location
609766,Vaughn,Jacqueline B Vaughn Occupational High School,Vaughn,Vaughn Occupational High School,4355,N,Linder Ave,Chicago,IL,60641,170993001018,1920,150162990253753,49081,CPS,Regular,"District, Special Ed.",HS,District,,HS,9th-12th,CTE_Neighborhood||,38,15,Portage Park,10,19,5,Albany Irving,27,12,170311503006015,41.7058594383,-87.653712597,"(41.7058594383, -87.6537125969999)"
610518,Voise,VOISE Academy High School,Voise,VOISE Academy High School,231,N,Pine Ave,Chicago,IL,60644,170993005984,1145,150162990250844,46621,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,AVID||,28,25,Austin,4,8,7,Austin,25,1,170312519003008,41.8281457906,-87.6327202982,"(41.8281457905999, -87.6327202981999)"
609737,Von Steuben,Friedrich W von Steuben Metropolitan Science,Von Steuben,Von Steuben Metro Science,5039,N,Kimball Ave,Chicago,IL,60625,170993001180,1610,150162990250046,47081,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Magnet||,39,13,North Park,8,15,5,Albany Irving,27,12,170318318004000,41.8075094709,-87.6430031536,"(41.8075094709, -87.6430031536)"
609739,Washington,George Washington High School,Washington,Washington  G High School,3535,E,114th St,Chicago,IL,60617,170993001189,1630,150162990250048,46331,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,IB||CTE_CCA||,10,52,East Side,13,25,2,Far East Side,2,4,170315206001060,41.9731844483,-87.7134230181,"(41.9731844483, -87.7134230181)"
609740,Wells,Wells Community Academy High School,Wells,Wells Community Academy,936,N,Ashland Ave,Chicago,IL,60622,170993001192,1640,150162990250049,51071,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||AVID||JROTC||,1,24,West Town,2,4,5,Near North,10,1,170312421003000,41.9182675643,-87.6460460883,"(41.9182675643, -87.6460460882999)"
609693,Westinghouse,George Westinghouse College Prep,Westinghouse,Westinghouse High School,3223,W,Franklin Blvd,Chicago,IL,60624,170993000798,1160,150162990250857,53071,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Selective_Enrollment||CTE_CCA||JROTC||,28,23,Humboldt Park,5,10,7,Garfield - West Humboldt,20,1,170318367001031,41.9116462562,-87.7352368523,"(41.9116462562, -87.7352368523)"
610380,"Williams, D",Daniel Hale Williams Prep School of Medicine,"Williams, D",Williams Medical Prep High Sch,4934,S,Wabash Ave,Chicago,IL,60615,170993005804,7200,150162990250856,55161,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||AVID||,3,38,Grand Boulevard,3,5,7,Bronzeville,15,3,170313818001010,41.7053148833,-87.6298680343,"(41.7053148832999, -87.6298680343)"
610392,World Language,World Language Academy High School,World Language,World Language High School,3120,S,Kostner Ave,Chicago,IL,60623,170993005788,4460,150162990250830,52011,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,NA||,22,30,South Lawndale,11,21,4,Pilsen - Little Village,16,7,170318305001006,41.9890331928,-87.6651879968,"(41.9890331928, -87.6651879968)"
400134,Yccs  - Addams,YCCS-Jane Addams Alternative,Yccs Chtr - Addams,Youth Connections Charter,1814,S,Union Ave,Chicago,IL,60616,170993003473,9051,15016299025004C,66618,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,25,31,Lower West Side,1,2,4,Pilsen - Little Village,16,7,170313102002009,41.8572081061,-87.6448512711,"(41.8572081061, -87.6448512710999)"
400125,Yccs  - Aspira Pantoja,"YCCS-ASPIRA,Antonia Pantoja Alternative",Yccs Chtr - Aspira Pantoja,Youth Connections Charter,3121,N,Pulaski Rd,Chicago,IL,60641,170993003473,9042,15016299025004C,66108,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,31,21,Avondale,20,39,4,Logan,9,8,170312105012024,41.9379166697,-87.7270766439,"(41.9379166697, -87.7270766439)"
400126,Yccs  - Association House,"YCCS-Association House, El Cuarto Ano",Yccs Chtr - Association House,Youth Connections Charter,1116,N,Kedzie Ave,Chicago,IL,60651,170993003473,9043,15016299025004C,66109,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,26,23,Humboldt Park,2,4,4,Humboldt Park,21,8,170318366002008,41.9015730771,-87.7068231621,"(41.9015730770999, -87.7068231620999)"
400127,Yccs  - Austin Career,YCCS-Austin Career Education Center,Yccs Chtr - Austin Career,Youth Connections Charter,5352,W,Chicago Ave,Chicago,IL,60651,170993003473,9044,15016299025004C,66611,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,37,25,Austin,4,8,7,Austin,25,1,170312512003009,41.8949489511,-87.7602207293,"(41.8949489510999, -87.7602207293)"
400131,Yccs  - Campos,YCCS-Dr. Pedro Albizu Campos Puerto Rican,Yccs Chtr - Campos,Youth Connections Charter,2739,W,Division St,Chicago,IL,60622,170993003473,9601,15016299025004C,66615,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,26,24,West Town,2,4,4,Humboldt Park,21,8,170312426002001,41.9028771378,-87.6960063547,"(41.9028771377999, -87.6960063547)"
400128,Yccs  - Cca Academy,YCCS-CCA Academy,Yccs Chtr - Cca Academy,Youth Connections Charter,1231,S,Pulaski Rd,Chicago,IL,60623,,9045,15016299025004C,66612,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,24,29,North Lawndale,5,9,7,North Lawndale,19,2,170318387003008,41.8651973419,-87.7250663893,"(41.8651973419, -87.7250663892999)"
400150,Yccs  - Chatham,YCCS-Chatham Academy,Yccs Chtr - Chatham,Youth Connections Charter,9035,S,Langley Ave,Chicago,IL,60619,,9599,15016299025004C,66631,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,6,44,Chatham,17,34,1,Chatham,12,4,170314409001015,41.730130933,-87.6070165377,"(41.7301309329999, -87.6070165377)"
400145,Yccs  - Community Academy,YCCS-Youth Connection Leadership Academy,Yccs Chtr - Community Academy,Youth Connections Charter,3424,S,State St,Chicago,IL,60616,170993003473,9062,15016299025004C,66629,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,3,35,Douglas,3,6,1,Bronzeville,15,3,170318420002008,41.8320716346,-87.6267447821,"(41.8320716345999, -87.6267447821)"
400123,Yccs  - Community Service,YCCS-Academy of Scholastic Achievement,Yccs Chtr - Community Service,Youth Connections Charter,4651,W,Madison St,Chicago,IL,60644,170993003473,9040,15016299025004C,66106,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,28,25,Austin,5,10,7,Austin,25,1,170312522021001,41.8804746267,-87.7425394305,"(41.8804746267, -87.7425394305)"
400129,Yccs  - Houston,YCCS-Charles Hamilton Houston Alternative,Yccs Chtr - Houston,Youth Connections Charter,4701,S,King Dr,Chicago,IL,60615,170993003473,9046,15016299025004C,66613,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,3,38,Grand Boulevard,13,26,7,Bronzeville,15,3,170313812002018,41.8093305545,-87.6165139708,"(41.8093305545, -87.6165139708)"
400133,Yccs  - Innovations,YCCS-Innovations of Arts Integration,Yccs Chtr - Innovations,Youth Connections Charter,220,W,45th Pl,Chicago,IL,60609,170993003473,9602,15016299025004C,66617,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,3,37,Fuller Park,3,6,7,Bronzeville,15,2,170318355002027,41.8118176344,-87.631990875,"(41.8118176344, -87.631990875)"
400135,Yccs  - Latino Youth,YCCS-Latino Youth Alternative,Yccs Chtr - Latino Youth,Youth Connections Charter,2001,S,California Ave,Chicago,IL,60608,170993003473,9052,15016299025004C,66619,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,28,30,South Lawndale,5,9,4,Pilsen - Little Village,16,7,170318407003002,41.8546639311,-87.6954667066,"(41.8546639310999, -87.6954667066)"
400124,Yccs  - Mckinley,YCCS-Ada S. McKinley-Lakeside,Yccs Chtr - Mckinley,Youth Connections Charter,2920,S,Wabash Ave,Chicago,IL,60616,170993003473,9041,15016299025004C,66107,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,2,35,Douglas,3,5,7,Bronzeville,15,3,170318392002018,41.841331691,-87.62529408,"(41.841331691, -87.62529408)"
400136,Yccs  - Olive Harvey,YCCS-Olive Harvey Middle College,Yccs Chtr - Olive Harvey,Youth Connections Charter,10001,S,Woodlawn Ave,Chicago,IL,60628,170993003473,9053,15016299025004C,66621,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,8,50,Pullman,17,34,2,Chatham,12,4,170315001004011,41.7129281791,-87.592368917,"(41.7129281790999, -87.592368917)"
400139,Yccs  - Sullivan,YCCS-Sullivan House Alternative,Yccs Chtr - Sullivan,Youth Connections Charter,8164,S,South Chicago Ave,Chicago,IL,60617,170993003473,9056,15016299025004C,66623,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,8,45,Avalon Park,17,33,1,Chatham,12,4,170314503001027,41.7463063442,-87.5784662625,"(41.7463063442, -87.5784662625)"
400141,Yccs  - Truman,YCCS-Truman Middle College,Yccs Chtr - Truman,Youth Connections Charter,1145,W,Wilson Ave,Chicago,IL,60640,170993003473,9058,15016299025004C,66625,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,46,3,Uptown,7,13,9,Ravenswood,30,10,170318307004006,41.9653222409,-87.6592405985,"(41.9653222409, -87.6592405985)"
400142,Yccs  - Virtual,YCCS-Virtual,Yccs Chtr - Virtual,Youth Connections Charter,1900,W,Van Buren St,Chicago,IL,60612,170993003473,9059,15016299025004C,66626,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,2,28,Near West Side,5,9,7,Near West,23,2,170318381002034,41.8762892935,-87.6741375555,"(41.8762892935, -87.6741375554999)"
400143,Yccs  - West Town,YCCS-West Town Academy Alternative,Yccs Chtr - West Town,Youth Connections Charter,500,N,Sacramento Blvd,Chicago,IL,60612,170993003473,9603,15016299025004C,66627,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,27,23,Humboldt Park,5,10,7,Garfield - West Humboldt,20,1,170318367002033,41.8908064653,-87.7020163486,"(41.8908064653, -87.7020163485999)"
400144,Yccs  - Westside Holistic,YCCS-Westside Holistic Leadership Academy,Yccs Chtr - Westside Holistic,Youth Connections Charter,4909,W,Division St,Chicago,IL,60651,170993003473,9604,15016299025004C,66628,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,37,25,Austin,4,8,7,Austin,25,1,170312511001000,41.9022674727,-87.748810694,"(41.9022674726999, -87.7488106939999)"
400130,Yccs  - Youth Development,YCCS-Community Youth Development Institute,Yccs Chtr - Youth Development,Youth Connections Charter,7836,S,Union Ave,Chicago,IL,60620,170993003473,9047,15016299025004C,66614,Option,Charter -- YCCS,Alternative/Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,17,71,Auburn Gresham,16,31,1,Auburn Gresham,5,3,170317101001017,41.7513776106,-87.6416945471,"(41.7513776106, -87.6416945471)"
400087,Yng Women -  Campus,Young Women's Leadership Charter High School,Yng Women - Chtr Campus,Young Womens Leadership Chartr,2641,S,Calumet Ave,Chicago,IL,60616,170993003981,2490,15016299025007C,66171,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,4,35,Douglas,3,5,7,Bronzeville,15,3,170318392001001,41.8445432736,-87.6187604882,"(41.8445432736, -87.6187604881999)"
609748,York,Consuella B York Alternative High School,York,York Alternative High School,2700,S,California Ave,Chicago,IL,60608,170993000693,1730,150162990253600,49041,Option,CPS,Alternative/District,HS,District,,HS,9th-12th,NA||,12,30,South Lawndale,11,21,7,Pilsen - Little Village,16,2,170318435001023,41.7598529312,-87.6759101224,"(41.7598529312, -87.6759101223999)"
